"Name","Spin","Remnant Mass","ExF0","ExF1","ExF2","ExF3","ExF4","ExF5","ExF6","ExF7"
813,0.67205547205,0.955355171927,0.028146160021600898+0.16390397284672328*I,0.14605734145332805-1.0073632680101938*I,-1.469929642975666+3.7158936558125335*I,6.4855160916565335-10.932058418838238*I,-18.047024998965075+27.427722750338486*I,35.66288819700738-52.318366869091456*I,-64.24199372741762+73.4372009651934*I,113.29428054867242-77.7255222132514*I
814,0.678474730566,0.955505265459,0.021333123547971067+0.16902386628657712*I,0.2062334848817724-1.032400705547877*I,-1.7681772107411684+3.772026102865351*I,7.589614965714781-10.994451432692289*I,-21.14047859622635+27.6035946257418*I,41.80714489620469-52.560627689822*I,-74.02262492739081+72.11386199458946*I,126.86319474189946-71.2237560021942*I
816,0.699370944957,0.950273448308,-0.005107570414947901+0.18454121946207178*I,0.4369037317921556-1.0938549691538566*I,-2.898680224252741+3.807601754704927*I,11.770037968618919-10.507476433968817*I,-33.08817697314749+26.176128493358785*I,65.48404430738296-49.27347330471735*I,-110.10956212295784+59.905458451528794*I,172.53215811432054-35.60092872778595*I
817,0.6687238601,0.958793778851,0.031459574560442044+0.16120843285780864*I,0.11668178779066396-0.9935541385385886*I,-1.3239501923038544+3.680488136930113*I,5.9456211726391075-10.870257903040677*I,-16.544287583433956+27.25374176644387*I,32.67682598293726-52.02258300168492*I,-59.42747211627858+73.77814394395966*I,106.4558245726183-80.41654044935663*I
819,0.703895511267,0.951281942572,-0.01176432776770063+0.18755076339493965*I,0.4942320429332565-1.1017145160508195*I,-3.1757439532220806+3.7766763549741618*I,12.788894229094083-10.220606700999511*I,-36.05459531891068+25.326119023631914*I,71.34704522746688-47.467448339261296*I,-118.63830281887078+55.24950031190398*I,182.19480929690098-24.415182256292255*I
820,0.672830722887,0.958047501251,0.027353773279520564+0.16452792391765164*I,0.15307155590462362-1.0105025144504711*I,-1.5047529049495445+3.7235533146668556*I,6.614374014614471-10.943708171599258*I,-18.406683056588662+27.460641200928343*I,36.37750987734012-52.3714572437891*I,-65.38774093770627+73.32594242127733*I,114.91335158926229-77.04284853964403*I
822,0.728252767137,0.947629459746,-0.053937392380124724+0.20011700503572954*I,0.8495565152828071-1.0935007534307142*I,-4.84463504890715+3.267311787810479*I,18.79725261029296-7.063851563734835*I,-53.980037876567906+15.700614749128736*I,106.64782289226967-27.651766903549827*I,-165.9572373016631+13.09521261016539*I,224.35989475460738+61.7410542413515*I
823,0.675730382435,0.956273327278,0.02431641595419448+0.16684859682095302*I,0.17992086391382867-1.0219700492827686*I,-1.6379047084617362+3.7501071257085825*I,7.107234564260555-10.977534013927412*I,-19.78562509025095+27.55608769715009*I,39.11657881200556-52.51368927287802*I,-69.76125339474379+72.79636761434045*I,121.00480073097812-74.22713664692452*I
825,0.696660695353,0.949165104058,-0.0012859955920772048+0.18266575576554053*I,0.4038518509183621-1.0880658455349355*I,-2.7381584791979128+3.8185751781377735*I,11.178235593697591-10.643824274871363*I,-31.374883261258415+26.577876280787287*I,62.09452389427668-50.13928185839945*I,-105.1046256146468+62.307726630305*I,166.65281722540595-41.64716062765699*I
827,0.71239012566,0.952663678675,-0.02522929435189375+0.19271638358053184*I,0.609213888180933-1.1095099278189284*I,-3.7256261361775223+3.6706984539310565*I,14.79772133591489-9.456631290332426*I,-41.965067180314506+23.037584592373264*I,83.01077359148482-42.68645258363345*I,-135.07502534581297+44.07540374597992*I,199.30573407615904+0.44309441152870477*I
828,0.726702452252,0.945177401702,-0.050919714017071724+0.19955100203145282*I,0.82462420116575-1.097136007510409*I,-4.730761280990154+3.320415133065011*I,18.397629887253068-7.361894401138028*I,-52.76456676241308+16.62622825103226*I,104.26036980997212-29.535120467315807*I,-163.0050302111921+16.78002389972616*I,222.49082602247879+54.84984486735941*I
829,0.679730517577,0.953968581206,0.0199321204687007+0.17001148351965467*I,0.21857136180792103-1.0370250654080115*I,-1.829178635637077+3.78094213236479*I,7.815538154211672-10.996980788215836*I,-21.77672476104257+27.610498368536398*I,43.07003642631908-52.551943168924225*I,-76.01257420389774+71.74159924937707*I,129.56119739204868-69.74082855942831*I
830,0.660603313202,0.956533779367,0.038931039328579296+0.15456548017642127*I,0.05017067434563027-0.9580105068164206*I,-0.9926074207094263+3.5791586152186925*I,4.7222334340556245-10.64904460471362*I,-13.164506326707368+26.634468071913208*I,25.95786233150378-50.898224503308114*I,-48.4507342023896+73.75498416998722*I,90.44646755364226-85.24874522428122*I
831,0.696903538187,0.949559823528,-0.001623385122296997+0.18283585707926153*I,0.40677344263564935-1.0886163853529571*I,-2.7523714423711008+3.8178072220731587*I,11.230684117568982-10.632632397282578*I,-31.52639763002043+26.544961758954933*I,62.39434522576832-50.067576311382325*I,-105.549682307811+62.10300257376608*I,167.18312470114708-41.12733127085644*I
832,0.651154179204,0.957612551827,0.04661230190352875+0.14677228763140548*I,-0.018631741446515637-0.9141091366365146*I,-0.6488551879741933+3.4397900108750106*I,3.457511883158606-10.290454453802774*I,-9.709581746628356+25.639898937330422*I,19.088523010649087-49.02101444412858*I,-37.01643857453411+72.47091975505029*I,73.15678379896916-88.21999933443183*I
834,0.699393184331,0.950281099871,-0.00513940207809413+0.1845564573682234*I,0.4371788853989918-1.0938993938818529*I,-2.9000132274162524+3.8074850405663097*I,11.77496292179442-10.506256024128277*I,-33.102447338044165+26.172510783725922*I,65.51227034472099-49.265834882694776*I,-110.15174126075209+59.88571604097952*I,172.58021308538602-35.54781996381758*I
835,0.668573220642,0.958842963752,0.03160592528701509+0.16108600523185052*I,0.11538324124846511-0.9929166380048726*I,-1.3174892346270615+3.6787954738068227*I,5.92173907110409-10.867032321175586*I,-16.477944122558544+27.244679396045036*I,32.54495971484553-52.006289913142105*I,-59.21449072355371+73.78882335138019*I,106.15208222209534-80.5324154829945*I
837,0.703156860694,0.951177317801,-0.010653655724662661+0.18707061675065323*I,0.4846881648968749-1.1005935551752093*I,-3.129743232195491+3.7828543646287214*I,12.62000287124821-10.272763362457551*I,-35.561420807512896+25.48107788207187*I,70.37290835417474-47.794799366355505*I,-117.2313340255615+56.06688359676049*I,180.64198497524143-26.333202641409592*I
838,0.707283512608,0.948110212992,-0.016980903137996883+0.18969299672415363*I,0.5389377710148753-1.1059819958495873*I,-3.390507097014739+3.7423412510580727*I,13.575861901429876-9.953228360564692*I,-38.36028802711615+24.52892376771365*I,75.90000450756736-45.79211848130184*I,-125.13813410324983+51.19088683567564*I,189.21180559253148-15.129745426367151*I
839,0.660326441844,0.957014951402,0.03917105955317163+0.15433772197043785*I,0.04802600523778505-0.9567589615899788*I,-0.9819074635738193+3.575371910321325*I,4.6827922326925115-10.639937291330286*I,-13.05617570034996+26.609134278924014*I,25.74245107293791-50.85097441502376*I,-48.09624210375726+73.73284425486622*I,89.92474869285986-85.37121772310314*I
840,0.68407186191,0.958657534754,0.014911016452483009+0.1733828252213776*I,0.26268304782148094-1.0522285980622637*I,-2.0468510034474194+3.805947734206881*I,8.621700403851394-10.97845501161546*I,-24.056140208596016+27.556104533536473*I,47.59358954909916-52.36093543327977*I,-83.07874522243998+70.13956655296957*I,138.99041892515558-64.0059612275154*I
841,0.687751933056,0.950315657018,0.010433193602894922+0.17618058411054588*I,0.30188269507267285-1.0640737152321813*I,-2.239668020510437+3.819481644782108*I,9.335618486407789-10.926811147799837*I,-26.086211993891975+27.40597520055739*I,51.61953474653622-51.98731166070119*I,-89.29040812424148+68.37021758358921*I,147.056774720991-58.39816985572172*I
842,0.65780522347,0.959357607008,0.04131524811700501+0.15226126931175202*I,0.028862719247201962-0.9452507028744518*I,-0.886245955035127+3.540002034973194*I,4.330344565965986-10.552856742795017*I,-12.089554116279757+26.366677882903307*I,23.820376003173134-50.39803721875477*I,-44.91709039508858+73.50013228894126*I,85.16585357297107-86.40360994513696*I
845,0.690713537331,0.955165946181,0.006677758943514717+0.17838557611555333*I,0.3346582254599477-1.0728308570926182*I,-2.4004024863086775+3.8247595722255268*I,9.930384313720054-10.858933183429073*I,-27.7856083704503+27.20815650369725*I,54.98755472287272-51.52995692539024*I,-94.43024163646507+66.64740393218813*I,153.5902402495167-53.34542341086589*I
847,0.688925995939,0.956053076389,0.008960793004886197+0.17706003466875841*I,0.31474393315883514-1.0676314100740982*I,-2.3027923624645728+3.8221942885203126*I,9.569237751148279-10.902825697066156*I,-26.752918406072645+27.3361663243016*I,52.94085223964667-51.82334203967895*I,-91.3139307186787+67.72005261697714*I,149.65048111912097-56.45158817358513*I
849,0.684556016695,0.954060738561,0.014333620582609646+0.17375428218819797*I,0.26774408090178375-1.0538448072632343*I,-2.0717817276013997+3.8081471323907246*I,8.714025419259498-10.973627411035551*I,-24.318084538264895+27.542117066769045*I,48.113242251167755-52.323732529767256*I,-83.88462830353271+69.92998798503311*I,140.0412163256647-63.31325685632*I
853,0.711996147016,0.947581040069,-0.024576193765404167+0.1924926241947687*I,0.6036663892215298-1.1093717433641923*I,-3.6992955968624104+3.6771239380247054*I,14.702023519802403-9.499193010719898*I,-41.681745224844+23.16592726635695*I,82.45178424641219-42.952417289477026*I,-134.3049293458955+44.66954539466891*I,198.54772279252825-0.8280084891541293*I
854,0.67398047493,0.955499392044,0.026163224145733396+0.165450618396281*I,0.16360184525197619-1.0151022350279129*I,-1.5570018882182117+3.7344824852415064*I,6.807744604677056-10.958997549284314*I,-18.947047244802274+27.503748318421234*I,37.451085973088894-52.43900614147224*I,-67.10584730722132+73.13829298569476*I,117.31817646720825-75.96683753278876*I
855,0.696498640518,0.95071037981,-0.0010611922594180173+0.18255203489405114*I,0.40190583990913953-1.087696061340006*I,-2.7286891154071533+3.8190610416978896*I,11.143312631671591-10.651194491000185*I,-31.27392974666146+26.599537210614745*I,61.89465065756072-50.18587437758019*I,-104.80821796355391+62.442768949100255*I,166.29173748936591-41.998945695194045*I
856,0.695373648467,0.95031327931,0.00048630531806542754+0.1817577868138896*I,0.38849139599624133-1.0850527869093682*I,-2.663369301107423+3.82192960736471*I,10.902216285620817-10.699873909482193*I,-30.578157270559917+26.74255276124839*I,60.51746443387604-50.497222306604115*I,-102.75628003372833+63.352599494623625*I,163.82767563191922-44.357210021658624*I
861,0.69588706997,0.950417804677,-0.00021750587491496665+0.18212128267197844*I,0.3945925118502172-1.086275182286888*I,-2.6930921437707287+3.8207355187680885*I,11.011937856004625-10.678157332899183*I,-30.894673030828788+26.678808056482982*I,61.14406444905828-50.35836561529552*I,-103.69125825406152+62.9429052379416*I,164.96330988801753-43.28864264647435*I
862,0.661606803133,0.956271735838,0.038052615287879905+0.15539047899430553*I,0.058010336664936824-0.9625281981216716*I,-1.0317129923464399+3.5927139402122994*I,4.866435438697337-10.681239329090474*I,-13.561016316455643+26.72426287575442*I,26.746155717878032-51.064344672156345*I,-49.74968684250122+73.81547649696206*I,92.36943695282794-84.78136776575964*I
863,0.708534317745,0.947114684401,-0.018958003705122115+0.19045745588743085*I,0.555828518057272-1.1071815848556685*I,-3.4713379066931975+3.7270715929091085*I,13.871322295778473-9.842347178541964*I,-39.22917304425026+24.197084387336226*I,77.61477257029057-45.098154010197824*I,-127.55905870408293+49.5617759242275*I,191.7390875920331-11.491690423825872*I
864,0.675867476994,0.958060100906,0.024169940191951275+0.16695778725226704*I,0.1812142703609147-1.022502384376788*I,-1.6443144399398815+3.7512817192197643*I,7.130958760912636-10.978729412306164*I,-19.85212305147227+27.55944886604407*I,39.24861453897401-52.51826918295912*I,-69.97001323598917+72.76539605243558*I,121.29498172852301-74.09257488673497*I
865,0.695216605614,0.95020531692,0.000700641938056884+0.18164629377634883*I,0.3866319526133481-1.0846723938572462*I,-2.6543096769847607+3.8222651083891*I,10.868757515390389-10.706333955421066*I,-30.48170919925211+26.76147976203025*I,60.32676263586645-50.538664773731696*I,-102.47246825353196+63.47551784458662*I,163.48468500374184-44.68552466769596*I
866,0.660762680737,0.958158960203,0.03879226776928669+0.15469657890396915*I,0.05140819463805196-0.9587302461859436*I,-0.9987835044368736+3.5813260696886364*I,4.745004380186918-10.654230968346607*I,-13.227070409885457+26.64897089455418*I,26.082398974902738-50.92509773134828*I,-48.655678323169354+73.76479379243058*I,90.75032072991766-85.17336191668839*I
872,0.693430276862,0.949552212378,0.0031108598665959553+0.18036699742059503*I,0.3657032894731949-1.080199199974071*I,-2.552213035588056+3.8248423949469212*I,10.491627713724299-10.774338160543225*I,-29.395961777552845+26.96087065752423*I,58.17719178666505-50.9766384838735*I,-99.25102312017778+64.81762032842403*I,159.57082650515156-48.260649816435624*I
873,0.659527312883,0.957435826942,0.03985899137830326+0.1536800160764581*I,0.04188218050558201-0.9531299286550212*I,-0.9512421463858433+3.564332684382302*I,4.569772044441082-10.613151764476799*I,-12.74586701730494+26.534426582500924*I,25.125523885958277-50.711638376938225*I,-47.07657136936763+73.66836121247587*I,88.3998319096323-85.7254571280461*I
874,0.693300028199,0.949484265645,0.0032844830741119435+0.1802729801796256*I,0.3641926753383004-1.0798624218887305*I,-2.5448427060298737+3.82494586051742*I,10.464382425506233-10.77889918422763*I,-29.31769316328228+26.974206539653164*I,58.022329662536-51.0064363418981*I,-99.01577242894948+64.91105505760481*I,159.28879590068874-48.510442334677116*I
875,0.665876690638,0.958442385419,0.03417493161568399+0.15888914412182797*I,0.0925536123699971-0.9813723555754685*I,-1.203874347987765+3.64723093882868*I,5.5018944427507295-10.803377882295294*I,-15.314313491325066+27.066000109843948*I,30.23185297596706-51.688792744782624*I,-55.45619523529319+73.89939564610151*I,100.72560114747637-82.37946491095039*I
876,0.717789151996,0.950219398177,-0.034467423620141435+0.195605748681861*I,0.6872973987128146-1.109004240448319*I,-4.094090690434885+3.5662854481133346*I,16.130378462999552-8.796722901905465*I,-45.931657276216065+21.0371951692072*I,90.82401144526159-38.556649541736284*I,-145.6692305003784+35.12843155710478*I,209.11010792616827+19.05397469423503*I
877,0.672397317972,0.956109991415,0.02779783883433224+0.1641792715869753*I,0.1491418433990056-1.0087509779364954*I,-1.4852436790604187+3.719299608120908*I,6.542184817640412-10.93731764318983*I,-18.2051092674086+27.442575656340775*I,35.97698203902083-52.342595356371554*I,-64.7457849482152+73.390952293534*I,114.01735603927905-77.42167136617515*I
885,0.656371742505,0.957780609211,0.04250027675616075+0.151079132914663*I,0.01825585523053641-0.9386282672591313*I,-0.8332635333657435+3.5192059003327687*I,4.135310047054827-10.50013073336846*I,-11.556037567460995+26.220177336398265*I,22.759699026594223-50.122287894750514*I,-43.15417729975962+73.32665783121192*I,82.51671845667306-86.89738417114137*I
886,0.700196969673,0.952374693676,-0.0062968013107806975+0.1851024123996163*I,0.44716889541688165-1.0954630725450847*I,-2.9484190859485992+3.8031642623378783*I,11.953211019397543-10.460784028737844*I,-33.61997767691038+26.03818054280558*I,66.53530574833616-48.97867007368908*I,-111.65190682793727+59.11588195091253*I,174.31518546001953-33.65814864058856*I
888,0.702210454798,0.953204456658,-0.009244236085285823+0.18644878412847582*I,0.4725661221368827-1.0990639872486794*I,-3.0712429977837448+3.790115374866771*I,12.40504461399492-10.336485283702608*I,-34.93451883156733+25.67014715566481*I,69.13428765446707-48.19539678042153*I,-115.43812923687554+57.08095305598818*I,178.62877898143077-28.73993735183049*I
890,0.683537751681,0.955182360007,0.015543765204025853+0.17297197478318987*I,0.25713348391900703-1.0504262184841113*I,-2.019498890169142+3.803380703615415*I,8.520406999923148-10.983114673633388*I,-23.76899548386268+27.569692283168834*I,47.0239766374541-52.39844551480209*I,-82.19400369906656+70.36283599370987*I,137.82668478387166-64.76688483162415*I
891,0.656061563577,0.953701314344,0.04275359583062136+0.15082320596867788*I,0.015987677782316634-0.9371893168259582*I,-0.8219338447865588+3.5146479273957327*I,4.093614752046267-10.488423781543103*I,-11.442154587461172+26.18772225835481*I,22.5330605706125-50.061267719111555*I,-42.77792486223238+73.28491676911135*I,81.94739124803543-86.9981226444488*I
893,0.656477164483,0.957690612756,0.04241397029046005+0.15116609253198765*I,0.019029325053017854-0.9391173545260132*I,-0.8371262568694136+3.520754976687436*I,4.149507591541266-10.50407681871283*I,-11.594846086403754+26.231154098326467*I,22.836971835426702-50.14298073536389*I,-43.282645521885776+73.33847388050668*I,82.70838202281105-86.86302234332146*I
896,0.676649981502,0.952931202462,0.02332857994099155+0.16757994141354865*I,0.18863968761810773-1.0255132304768526*I,-1.6810951232553726+3.7578115043302946*I,7.267147615093377-10.984906300594123*I,-20.23416246668532+27.576819621785116*I,40.007254400206136-52.53961421821696*I,-71.17480925899052+72.58765695774973*I,122.95873698218477-73.26176525372091*I
898,0.700535760632,0.953877559138,-0.006787918426556294+0.1853311342352708*I,0.45140354389393034-1.096102620717224*I,-2.9689289232702714+3.8011940006809697*I,12.028706544809943-10.440918364972598*I,-33.83924309487904+25.979435126673216*I,66.96910830381846-48.85336627253754*I,-112.28552467939863+58.78555137036988*I,175.04755319252556-32.8458137683125*I
900,0.706234848924,0.952398729682,-0.015344776112357614+0.18904084524747655*I,0.5249371123721149-1.1048179203406634*I,-3.323375067348204+3.7540438419079063*I,13.33016861384861-10.041055512187743*I,-37.639058786519755+24.791231527741687*I,74.47657300082868-46.34187766553765*I,-123.11704180099815+52.5021221650816*I,187.06427893029021-18.083785231567376*I
901,0.651948436159,0.952660501351,0.046006430364999254+0.1474280321035895*I,-0.013187845922157493-0.9178796438591783*I,-0.6760854859639961+3.452230738054153*I,3.5574876406844673-10.324044804003249*I,-9.981182589009386+25.73263284707711*I,19.628390187964538-49.19796163393705*I,-37.923513368610344+72.6219790361721*I,74.55870993800815-88.05959672491917*I
903,0.657189945758,0.958009021446,0.04182687098435929+0.15175397973723498*I,0.024284327027341734-0.9424149710555088*I,-0.8633811993961531+3.531134751164127*I,4.246151160078271-10.5304939009054*I,-11.859132653012617+26.304515260166465*I,23.36230790612494-50.28110762252897*I,-44.15575708803851+73.42785496704937*I,84.02796035930005-86.6226344643277*I
906,0.704929249366,0.951764840626,-0.013334700298378369+0.18821508285476968*I,0.5077118745416855-1.1031685536746774*I,-3.2406177596597643+3.767257992272348*I,13.026894163816443-10.14398894999336*I,-36.75051656034732+25.098124376270523*I,72.7219259741417-46.986961968308165*I,-120.61232819439022+54.06391771669525*I,184.35521236133786-21.668827673289712*I
908,0.683203157293,0.955001258605,0.015938048235454597+0.17271393033169674*I,0.25367285230314973-1.049289884772454*I,-2.0024484371929763+3.8016985507982386*I,8.457269304379002-10.985696524265098*I,-23.590165273269548+27.57719078468948*I,46.66871773565178-52.420003039385975*I,-81.6421941119916+70.50038456537686*I,137.09575362582504-65.2330828050203*I
910,0.70315964585,0.954998509833,-0.010657777388152795+0.18707238125429243*I,0.48472474519038317-1.1005980137408318*I,-3.1299174329543344+3.7828357657809555*I,12.620649723105657-10.272572139001785*I,-35.56328370924343+25.48047410288289*I,70.37646170287815-47.793635561106385*I,-117.23750724522762+56.06254969745398*I,180.63917469526672-26.324827164541617*I
915,0.66997877998,0.955760397654,0.030228926889684614+0.1622263672256114*I,0.12760120687525822-0.9988139986080731*I,-1.3782381130309345+3.694285296648011*I,6.146357788029077-10.895712514510654*I,-17.102241500332372+27.3253593101701*I,33.785680246670616-52.14619591100424*I,-61.222520691517865+73.67687452483769*I,109.01720260648155-79.45846687996513*I
916,0.716438885104,0.944000303508,-0.03210635451386057+0.19491532829495495*I,0.6674060050820971-1.1095674537078453*I,-4.000634892437994+3.595338523077455*I,15.793597967364295-8.975593600240622*I,-44.92571835817495+21.58131574220587*I,88.84352585611923-39.67683122910085*I,-143.01794813060198+37.51010348315868*I,206.75602652693777+14.189064423846709*I
917,0.680197902659,0.958467587056,0.01940483597388583+0.17037770816144404*I,0.22321047547024292-1.0387214384078032*I,-1.8521048548626915+3.78406933907366*I,7.900456624063882-10.997053953607711*I,-22.016189042331746+27.61058897907924*I,43.545523460417684-52.54336897552858*I,-76.7587129729773+71.59210256418774*I,130.5703198675348-69.1621441143455*I
923,0.688028319113,0.950857134671,0.010088552148130883+0.17638821837867766*I,0.3048937363006755-1.0649220228275107*I,-2.254458143927295+3.8201922863152404*I,9.39034338617045-10.921497783752061*I,-26.242342664489964+27.390504813685293*I,51.92890135236598-51.9507446473859*I,-89.76427173656687+68.22109618107666*I,147.66389468874561-57.94523876667871*I
925,0.705865382903,0.946681889338,-0.01477287217234878+0.18880870857702858*I,0.5200400137412293-1.104370784965481*I,-3.2998617592242683+3.7579335742565334*I,13.244057394319313-10.07089922934302*I,-37.386533025933204+24.880269488071114*I,73.97800149803948-46.529095989415445*I,-122.40594395463484+52.950762632350035*I,186.3002367007257-19.11206773257625*I
926,0.669255613938,0.956338514193,0.030940610489660812+0.1616401081102821*I,0.12128796377266587-0.9957907024554963*I,-1.3468516564551716+3.686398923629959*I,6.030292484269653-10.881346537375773*I,-16.779568504129045+27.28501442467444*I,33.144115472331926-52.07640415978766*I,-60.18457530792509+73.73915120686064*I,107.53692370761428-80.01738858304613*I
927,0.731459151831,0.948540908812,-0.06032747237698706+0.20116136120477374*I,0.9020782917415807-1.0843596023509572*I,-5.082621327883344+3.1469294808841326*I,19.625471450042294-6.398042631806544*I,-56.51009655886644+13.622115404899892*I,111.61459430105967-23.43322627311263*I,-171.95810833418074+4.976195317164439*I,227.70919964553917+76.63888653583597*I
928,0.67679736763,0.955080104367,0.023169182635941407+0.16769692958298005*I,0.19004626508887873-1.0260769390656361*I,-1.6880616714015946+3.7590183177630556*I,7.2929381769445545-10.985919737275188*I,-20.306579411160882+27.579690596405317*I,40.15137464129975-52.54217029098908*I,-71.40376953294252+72.55027294094192*I,123.27595604695335-73.09743759732034*I
933,0.722607043536,0.945064832307,-0.04317190270836899+0.19787749674498303*I,0.7602401844031174-1.1044240032268187*I,-4.434184386128322+3.4455140674319207*I,17.34790204340302-8.078119483193461*I,-49.58761338579363+18.83778629320256*I,98.01665026268167-34.04682579179206*I,-155.09761543638834+25.796692626353057*I,216.84362976638243+37.59881915347231*I
934,0.678746946661,0.954701308226,0.02103134763239664+0.16923837211227458*I,0.208892955803266-1.0334102845221858*I,-1.7813264576933747+3.7740187815602826*I,7.638300854321699-10.99527884050603*I,-21.277540796523265+27.605939236651036*I,42.079227645244195-52.560430878191525*I,-74.45188485456681+72.03629797861996*I,127.44898606963278-70.9136960780292*I
935,0.685647229272,0.950026284387,0.013019416952539331+0.1745878286085431*I,0.279258526841748-1.0574239772951013*I,-2.1284558398123314+3.8126507290195355*I,8.92389451552864-10.96060166636972*I,-24.914161612499967+27.504225759542933*I,49.295270110117144-52.2261714591606*I,-85.71390566233893+69.4300698362733*I,142.44182417136025-61.697913434759215*I
937,0.674291865364,0.959040133673,0.025837668999821706+0.16569998005719924*I,0.1664811526106476-1.0163347099038613*I,-1.571276328874263+3.737353561387466*I,6.860585338926119-10.96272868632468*I,-19.09480509564584+27.514287220126878*I,37.74456357853829-52.4543636436472*I,-67.5750773266154+73.08182103612221*I,117.97202793951442-75.66054819368472*I
963,0.677520510859,0.949765545783,0.0223824501430622+0.16827001070512554*I,0.19698410336398503-1.0288235633326945*I,-1.7224095766516985+3.7647807285560058*I,7.420129167665978-10.990312522350507*I,-20.663888743666337+27.592025615394014*I,40.86054519188835-52.554505083189255*I,-72.5278042974179+72.37122753751301*I,124.81484049463793-72.31261773435105*I
965,0.713957722027,0.945474115036,-0.02785612612454537+0.19358987306710213*I,0.6314840685582861-1.1098361533286634*I,-3.8311548603020844+3.64355646094169*I,15.180684905892962-9.279984015914469*I,-43.101135800466096+22.504028851911478*I,85.24965709655845-41.58159128181788*I,-138.14680915207384+41.633429756707415*I,202.24964134940257+5.611758143694175*I
966,0.674979045812,0.955826725601,0.025114591553750912+0.16624935715016748*I,0.17287136732501218-1.019040600990957*I,-1.6029636846140205+3.743552907506586*I,6.977880576152353-10.970290023109126*I,-19.423189413005467+27.535654081000306*I,38.39663889976674-52.48570830121023*I,-68.61464815612527+72.95144507553519*I,119.42306752799286-74.99562412400334*I
967,0.720066948171,0.9471528292,-0.03852787961172929+0.19671831544433083*I,0.7214031450761391-1.107352010616868*I,-4.253620003975331+3.5125928066324414*I,16.703172463861844-8.472990087487776*I,-47.647684730885615+20.04896877047222*I,94.20169114393003-36.52685282398821*I,-150.1371821796923+30.881574452874197*I,212.9027412256232+27.59036077091161*I
968,0.671273473522,0.955601386557,0.028937303640295557+0.163273322270529*I,0.13904957333829848-1.0041688820382224*I,-1.435130559932467+3.7079423680509187*I,6.356775167468019-10.91923472090404*I,-17.68806743889708+27.39160432712613*I,34.94964619544615-52.25838458228167*I,-63.09667264783808+73.53942323120076*I,111.68319759092573-78.39806500500345*I
973,0.705030526787,0.946713667057,-0.013489539077446308+0.18827969441648607*I,0.5090384957781693-1.103306797846707*I,-3.2470036499068247+3.766285704546679*I,13.050319391806992-10.136263047218577*I,-36.81909355972107+25.075123974721162*I,72.85747451484667-46.938583192195274*I,-120.80490679412404+53.945211133042385*I,184.5648578372656-21.39352591322651*I
974,0.663093769358,0.956704978977,0.036728339340175185+0.15661118432917767*I,0.06981953806588292-0.969163095002708*I,-1.0906011973017886+3.6122931480244933*I,5.083691063680369-10.7265785550682*I,-14.159322173734058+26.85091547267326*I,27.935731037487827-51.29792071175548*I,-51.7044220703811+73.87962813355738*I,95.24598040402962-84.01838076502602*I
975,0.686561035259,0.950242949622,0.01190489770821182+0.1752818789407732*I,0.2890137741528537-1.0603527123695298*I,-2.176434362177235+3.8159161653591336*I,9.101530468110052-10.947358641360086*I,-25.419397423840135+27.465744359022757*I,50.29735549326301-52.13083716185214*I,-87.25882105384574+68.98520615559278*I,144.44299746029063-60.29038108116268*I
976,0.655647731601,0.958747543744,0.04308974522846499+0.15048178854030114*I,0.012977119119320202-0.9352639808101044*I,-0.8068888897540721+3.5085295838366677*I,4.038263106801805-10.472640638686139*I,-11.290932279765032+26.143946799239682*I,22.232515397181075-49.978430729251194*I,-42.277322864341656+73.22841596567554*I,81.19451228777992-87.12599037223792*I
977,0.678363407594,0.955576098436,0.02145621341022387+0.16893605487085983*I,0.2051486989638044-1.0319863636267974*I,-1.762809963535949+3.7711966122414204*I,7.5697438949846605-10.994060489481555*I,-21.08455127665787+27.60256176897505*I,41.69616975981437-52.56071057950345*I,-73.84687096138241+72.14508398706188*I,126.61236727875274-71.35383852954308*I
981,0.679821319352,0.954034903463,0.01982991423711576+0.17008269852578559*I,0.21946997336811103-1.0373561793373927*I,-1.8336229985023815+3.7815573275281604*I,7.831993188939274-10.997021704725961*I,-21.823136094928802+27.610600609907074*I,43.16242259296787-52.55057786099754*I,-76.15660966848593+71.71324926495038*I,129.75818744654782-69.63119275633667*I
982,0.699809783105,0.950368037006,-0.005737934860522612+0.1848400260175327*I,0.4423460613255149-1.0947186391532033*I,-2.925058257882835+3.8053096862412543*I,11.867198221310769-10.482983928679555*I,-33.370179084371266+26.103749206054182*I,66.04143095074377-49.118650204257285*I,-110.92866626991022+59.49051272651393*I,173.48304884131215-34.56829995928733*I
983,0.650369344999,0.957040112529,0.04720421267387169+0.14612440925297285*I,-0.023952125392086743-0.9103704186425554*I,-0.6222400016386759+3.4273796255936606*I,3.3598246668923566-10.256717935731826*I,-9.44451367438904+25.54682083241424*I,18.56122610607146-48.843280679592944*I,-36.12924408835936+72.31258346842651*I,71.79874083351585-88.345217817058*I
984,0.666979951396,0.959586511497,0.03313522768281319+0.15978936223401322*I,0.10179802300041546-0.9861316454637177*I,-1.249896681072051+3.6604305344550134*I,5.671919981571388-10.830753805844523*I,-15.785050772062014+27.142781723154044*I,31.16791609079778-51.826331646349146*I,-56.98031325727824+73.87104921834825*I,102.93993867070449-81.65174895159491*I
